User_ID,Posts_Per_Hour,Last_Videos_Per_Day,Followers_Gain_Overnight,Avg_Followers_Per_Day,Total_Followers,Total_Following,Avg_Post_Length,Avg_Views_Per_Day,Avg_Likes_Per_Day,Avg_Comments_Per_Day,Engagement_Rate,Has_Profile_Picture,Is_Verified,Is_Private,Is_Fake
user_3959,430,25,21688,846,146689,49917,424,811777,19159,155,0.221,0,0,1,Fake
user_3960,103,7,17396,618,452504,2841,307,254820,48165,2514,0.148,1,1,1,Fake
user_3961,532,0,14832,233,152358,31387,307,202446,35576,4580,0.011,1,1,1,Fake
user_3962,276,10,11532,737,268949,21418,100,466309,12362,1847,0.11,1,0,1,Fake
user_3963,140,41,8702,356,301837,19749,402,676444,13216,3082,0.198,0,0,0,Fake
user_3964,428,30,3877,734,427148,33985,438,766652,877,2067,0.225,0,0,1,Fake
user_3965,107,29,18032,718,278058,22789,270,923618,37543,4333,0.254,1,0,1,Fake
user_3966,523,44,2754,660,264878,12629,439,163640,24409,776,0.16,1,0,1,Fake
user_3967,120,25,11613,999,480391,18813,325,727098,33271,681,0.291,0,1,0,Fake
user_3968,289,42,14138,567,481323,41307,51,58825,32336,3365,0.163,1,0,1,Fake
user_3969,116,47,6948,840,11792,46514,354,971468,9290,2769,0.151,0,1,0,Fake
user_3970,108,38,4935,229,404769,27053,300,594947,15591,4746,0.063,0,0,1,Fake
user_3971,509,46,13006,476,118419,24283,427,732657,45140,2864,0.02,1,0,0,Fake
user_3972,203,31,16455,275,383139,22064,284,737316,36398,2960,0.175,1,0,0,Fake
user_3973,204,19,14118,588,57129,30973,486,282828,14166,4525,0.078,0,1,0,Fake
user_3974,269,39,16643,856,193132,38378,91,332038,26076,3049,0.097,0,1,0,Fake
user_3975,535,39,10935,54,126585,8644,261,67141,35055,4691,0.018,1,1,0,Fake
user_3976,206,23,1741,471,291551,8235,71,752634,46348,2113,0.228,1,0,1,Fake
user_3977,366,44,14461,633,365641,2443,297,967341,42222,1367,0.096,0,1,0,Fake
user_3978,419,43,8932,448,262652,16019,88,413880,685,600,0.286,1,0,0,Fake
user_3979,302,44,12116,509,271972,665,224,511954,27934,2021,0.015,0,0,0,Fake
user_3980,164,43,3205,605,93561,2812,369,419641,3209,4093,0.277,1,0,0,Fake
user_3981,40,25,1610,446,435376,19776,175,803143,5762,4700,0.09,1,1,0,Fake
user_3982,561,19,21254,66,144406,18228,462,765296,17014,1616,0.224,1,1,0,Fake
user_3983,508,5,12534,976,173828,37138,403,466896,21992,855,0.103,1,1,0,Fake
user_3984,212,8,23986,175,380368,28366,114,12321,29191,1708,0.061,1,1,0,Fake
user_3985,492,8,13847,22,70387,19948,405,414632,38955,3359,0.072,0,0,1,Fake
user_3986,338,0,6354,573,244151,25002,421,206706,10061,1584,0.062,1,1,0,Fake
user_3987,240,12,9633,459,319865,4200,129,426766,15015,3226,0.162,0,1,0,Real
user_3988,2,7,6207,572,436078,9724,247,660749,8819,2756,0.045,0,0,1,Real
user_3989,13,1,13195,665,365528,47417,56,230382,26301,4720,0.09,0,0,1,Fake
user_3990,91,44,5788,58,32259,40038,244,703492,31812,4067,0.291,0,0,1,Fake
user_3991,113,12,19465,917,353201,14643,387,147455,4946,1452,0.108,0,1,1,Fake
user_3992,587,1,9041,355,360845,37130,478,889928,17556,4004,0.084,0,0,1,Fake
user_3993,505,13,17352,488,178220,3578,482,904808,48596,3274,0.096,1,0,1,Fake
user_3994,152,30,19904,888,19682,1794,13,821898,43493,3778,0.016,0,1,1,Fake
user_3995,92,41,16174,723,151884,9269,283,847261,34834,3503,0.023,1,0,0,Fake
user_3996,523,9,16994,151,360095,48319,226,545490,22429,4257,0.259,0,1,1,Fake
user_3997,76,41,14207,65,335062,23315,431,447048,32778,4033,0.262,1,0,0,Fake
user_3998,103,15,3577,698,30158,6988,435,210198,46117,3901,0.217,1,0,0,Real
user_3999,262,27,22320,362,447199,8936,167,4555,6535,3998,0.256,1,1,0,Fake
user_4000,236,40,1634,66,152765,7523,322,118304,40695,2999,0.282,0,0,0,Fake
user_4001,467,50,21179,977,125208,13371,144,70635,41567,4652,0.191,0,1,0,Fake
user_4002,303,34,8157,736,107290,48092,97,145037,30166,1717,0.121,1,0,0,Fake
user_4003,270,12,3639,282,480502,30242,217,926187,456,2956,0.161,1,0,0,Fake
user_4004,475,5,7195,583,113316,21844,310,832333,6268,4579,0.002,1,0,0,Fake
user_4005,51,19,3774,258,109543,25787,159,865537,23919,3482,0.192,1,0,0,Fake
user_4006,102,49,1741,970,401104,23346,90,158910,2902,589,0.241,1,1,1,Fake
user_4007,178,29,29329,918,431980,34653,25,28381,47341,1709,0.288,0,0,1,Fake
user_4008,40,9,1169,745,186155,46332,115,861621,7003,2528,0.299,1,0,1,Fake
user_4009,297,30,18849,28,101884,38987,377,995254,37060,731,0.222,1,0,0,Fake
user_4010,368,27,8722,730,434386,25664,366,881864,28330,3977,0.272,0,1,1,Fake
user_4011,320,1,7823,612,275886,12472,312,51391,32528,2104,0.139,0,0,0,Fake
user_4012,436,7,2157,502,135117,21677,284,934639,39931,4879,0.113,1,1,1,Fake
user_4013,118,10,17436,441,307820,38164,361,931256,31679,597,0.2,0,0,1,Fake
user_4014,97,9,3310,721,165189,22110,498,755018,43863,4790,0.224,0,1,1,Real
user_4015,46,47,9026,782,463198,41156,350,708721,8666,2834,0.117,0,1,0,Fake
user_4016,9,44,7420,965,371656,44403,130,543154,1815,1802,0.048,0,1,0,Fake
user_4017,141,28,28921,136,64057,30890,462,306370,40463,4549,0.279,0,0,1,Fake
user_4018,174,31,20323,405,206946,151,54,527831,8462,192,0.153,1,0,1,Fake
user_4019,336,30,22921,220,381918,36397,355,962703,22963,4486,0.19,0,1,1,Fake
user_4020,366,1,23456,677,116328,28196,404,281460,4824,4459,0.174,0,1,1,Fake
user_4021,448,28,13256,462,422945,5169,131,132645,37451,2439,0.139,1,1,1,Fake
user_4022,274,37,12842,317,74142,37595,500,406531,8565,1467,0.221,0,0,0,Fake
user_4023,95,15,12874,551,422548,39943,177,856798,3029,3541,0.144,0,1,1,Fake
user_4024,381,12,3319,713,53569,14313,164,265423,7809,4025,0.217,1,1,0,Fake
user_4025,350,18,7205,690,47216,4507,361,810795,36854,1067,0.054,1,0,0,Fake
user_4026,187,36,24049,311,49584,17110,337,911923,10140,1572,0.268,1,0,1,Fake
user_4027,116,25,27003,338,372928,46256,317,569520,36025,1642,0.065,0,1,0,Fake
user_4028,410,3,28820,238,314496,23625,364,213427,47436,4979,0.141,1,0,0,Fake
user_4029,409,21,22665,583,238416,36211,19,214531,47242,4971,0.063,1,0,1,Fake
user_4030,467,0,8790,817,275886,19552,67,789303,23123,106,0.167,0,0,1,Fake
user_4031,278,6,16225,896,244554,12396,154,222839,8279,4014,0.195,1,0,1,Fake
user_4032,394,40,6740,520,378143,16998,193,443400,15615,3326,0.084,0,1,1,Fake
user_4033,489,45,5604,968,460637,45597,406,890361,14866,941,0.168,0,1,1,Fake
user_4034,431,27,25746,416,412810,21447,299,473284,46204,2976,0.133,1,0,0,Fake
user_4035,170,26,6670,147,64895,25988,322,708517,9790,225,0.261,1,0,0,Fake
user_4036,115,31,11391,784,285410,25420,224,604249,37034,271,0.056,1,1,1,Fake
user_4037,135,47,20869,552,25339,14502,240,399534,29488,769,0.158,0,0,1,Fake
user_4038,60,37,9436,697,317957,5547,23,24055,245,614,0.171,1,0,0,Fake
user_4039,163,38,23129,600,104133,4749,204,992997,17606,671,0.26,1,1,1,Fake
user_4040,106,46,19539,322,126403,14602,316,828357,37706,1834,0.275,0,0,1,Fake
user_4041,426,35,9436,883,311069,35523,101,534258,42430,4995,0.239,0,0,0,Fake
user_4042,494,18,24047,6,47929,36092,42,174467,12956,870,0.047,0,1,0,Fake
user_4043,582,2,101,994,330759,24312,325,984093,49410,2738,0.217,0,1,1,Fake
user_4044,448,31,3088,624,355877,3149,184,724920,31235,2522,0.285,0,1,0,Fake
user_4045,185,25,6064,54,103803,13415,429,566500,38370,4306,0.027,0,0,1,Fake
user_4046,388,31,16490,729,258254,19439,285,634652,22312,1,0.238,1,0,1,Fake
user_4047,367,32,29746,772,113656,12030,234,425167,33129,2521,0.289,1,1,1,Fake
user_4048,29,37,22953,366,70625,12484,107,522993,10585,2318,0.28,1,1,1,Fake
user_4049,133,46,20385,601,212333,26699,11,758940,38888,1502,0.211,1,0,1,Fake
user_4050,494,39,15622,122,337656,10326,198,776015,6759,1628,0.042,1,1,0,Fake
user_4051,499,43,24218,793,169355,43958,142,669135,22522,3380,0.226,0,0,1,Fake
user_4052,115,31,10004,1000,118341,48553,320,89961,35096,2057,0.0,1,1,1,Fake
user_4053,421,14,27936,72,20557,8895,281,731184,41394,4091,0.282,0,0,1,Fake
user_4054,451,45,29709,628,462622,2194,93,216893,24376,1280,0.3,0,1,1,Fake
user_4055,47,3,22542,65,213200,16296,500,399707,21149,611,0.118,1,1,0,Fake
user_4056,64,33,7819,542,448168,12773,149,9150,8184,2142,0.105,1,0,0,Fake
user_4057,267,1,5578,423,18222,20317,128,893199,5067,4792,0.206,0,0,0,Fake
user_4058,321,27,10325,747,379249,29983,297,351868,28138,4945,0.075,0,0,1,Fake
user_4059,12,36,22329,165,40286,19185,477,671209,13828,104,0.22,0,1,0,Fake
user_4060,537,20,2275,750,43969,12000,272,710073,39607,712,0.273,1,1,0,Fake
user_4061,590,35,5460,199,481364,17375,390,265493,42331,20,0.108,1,0,0,Fake
user_4062,578,4,6138,254,393238,26645,407,636055,29073,4297,0.103,0,1,1,Fake
user_4063,229,17,10884,615,320798,13625,152,961915,5457,3225,0.083,0,1,1,Fake
user_4064,346,41,29486,792,399168,42993,347,299934,18508,796,0.253,1,1,0,Fake
user_4065,531,26,14916,777,264705,7063,412,933916,39422,3149,0.184,0,0,0,Fake
user_4066,535,30,4647,183,260396,1226,135,455989,10805,2048,0.095,0,1,0,Fake
user_4067,97,7,417,855,397619,19743,425,919295,1271,3770,0.269,1,1,0,Fake
user_4068,443,31,21824,185,171673,15203,37,960475,30582,4961,0.266,1,1,0,Fake
user_4069,254,39,15551,30,204126,43469,367,628510,21905,151,0.275,0,1,0,Fake
user_4070,493,41,14022,664,49968,29541,85,139545,30113,2554,0.026,1,0,0,Fake
user_4071,354,22,10946,951,242070,46806,410,25193,19838,4938,0.23,0,0,0,Fake
user_4072,394,28,682,506,262502,37974,456,589605,45612,4675,0.015,0,0,0,Fake
user_4073,152,44,5816,746,450037,27242,365,388467,7254,733,0.07,0,0,1,Fake
user_4074,571,27,8645,122,213488,33058,357,961782,20301,2806,0.121,1,0,0,Fake
user_4075,55,1,28877,339,408374,48591,430,439674,12027,3942,0.008,0,0,0,Fake
user_4076,11,10,2522,91,289695,45426,389,293529,19597,1836,0.271,1,1,1,Real
user_4077,160,18,5594,96,377637,44223,48,595863,36784,4344,0.048,0,0,0,Real
user_4078,517,46,22256,968,452993,43124,248,749933,30654,219,0.045,0,0,0,Fake
user_4079,480,12,24912,413,274975,25968,381,874453,15612,3124,0.142,0,0,1,Fake
user_4080,507,30,27954,587,467572,35407,285,54524,38195,3720,0.098,1,0,1,Fake
user_4081,169,22,318,717,4394,1836,67,119248,27003,4688,0.091,1,1,0,Fake
user_4082,76,28,19464,971,5595,2141,222,909206,10384,3120,0.184,1,1,1,Fake
user_4083,503,14,11539,701,477894,36186,251,196919,25262,3782,0.093,1,1,1,Fake
user_4084,328,32,15526,396,96903,42672,267,152642,8538,1893,0.134,1,1,0,Fake
user_4085,246,14,19108,824,109420,20564,450,274256,22664,3171,0.244,0,0,1,Fake
user_4086,338,37,32,417,430099,46580,484,651828,39406,3703,0.164,0,1,1,Fake
user_4087,284,43,16000,390,13929,46389,12,387544,5225,1486,0.114,1,0,0,Fake
user_4088,51,21,28613,713,425033,9231,207,800690,33890,299,0.133,0,1,0,Fake
user_4089,519,38,8110,485,15413,37295,334,909289,35744,4784,0.128,0,1,1,Fake
user_4090,228,45,15485,141,307280,18388,202,98127,15580,3230,0.238,1,0,0,Fake
user_4091,563,42,3584,867,55965,24997,498,952208,45423,968,0.175,0,1,0,Fake
user_4092,387,29,1480,351,175420,49365,338,591318,4593,369,0.131,0,1,1,Fake
user_4093,412,8,26834,187,408227,38179,148,975729,11653,1484,0.042,1,1,1,Fake
user_4094,240,18,569,98,217591,3284,349,225600,19685,1586,0.058,1,1,1,Real
user_4095,80,46,18588,318,58727,10026,123,392377,42803,3752,0.234,1,1,1,Fake
user_4096,470,45,22283,363,288222,42848,357,52343,37690,1484,0.238,1,0,0,Fake
user_4097,454,24,9524,181,67060,5876,68,864939,30790,3541,0.018,0,1,0,Fake
user_4098,586,26,27373,724,439141,42377,185,684808,47685,2503,0.125,1,1,0,Fake
user_4099,458,43,7480,440,313103,43428,462,933231,29460,1832,0.255,0,1,0,Fake
user_4100,90,41,17212,900,274658,31935,340,917105,15442,1420,0.122,1,1,0,Fake
user_4101,510,47,16487,258,484613,28714,280,958,49789,468,0.161,0,0,0,Fake
user_4102,457,23,5482,511,6878,18746,306,81207,42320,2980,0.116,1,0,1,Fake
user_4103,323,50,24739,92,128128,4221,452,113541,28458,4169,0.288,0,0,0,Fake
user_4104,121,30,4803,188,360918,30527,396,942588,46417,3169,0.063,1,0,1,Fake
user_4105,509,10,25403,266,197809,17268,398,347919,30217,4649,0.131,0,1,0,Fake
user_4106,18,39,3077,411,175034,12341,472,305946,31458,4635,0.015,1,1,1,Fake
user_4107,105,13,3276,205,247607,2460,481,410522,11262,3594,0.204,1,1,1,Real
user_4108,413,18,9981,232,333884,19798,36,115054,49250,1296,0.247,1,1,1,Fake
user_4109,422,44,26341,359,368489,13620,62,498276,16900,2186,0.283,0,0,0,Fake
user_4110,36,47,24123,662,260755,20875,204,361738,19468,2974,0.052,0,1,0,Fake
user_4111,570,5,10999,648,138352,3830,343,825316,12535,3841,0.006,1,0,1,Fake
user_4112,562,42,14831,83,382342,10168,445,943330,41638,848,0.051,0,1,1,Fake
user_4113,0,30,16078,347,148713,14967,139,556370,20035,2982,0.108,1,0,1,Fake
user_4114,93,8,24078,462,431510,35164,461,750146,12946,2964,0.132,0,1,1,Fake
user_4115,311,11,11494,769,312513,24026,405,724485,41265,3636,0.156,1,0,1,Fake
user_4116,520,12,17881,96,62757,3075,307,938031,22453,1601,0.237,1,1,1,Fake
user_4117,575,10,8432,536,379992,10706,481,742896,19942,1285,0.192,0,0,0,Fake
user_4118,211,38,21738,263,476020,10615,380,673481,40805,4005,0.119,1,1,0,Fake
user_4119,467,31,15941,20,217847,36640,346,62929,30306,3824,0.28,0,0,0,Fake
user_4120,349,6,8307,900,480600,39944,82,567167,34006,58,0.199,0,1,0,Fake
user_4121,372,50,11937,620,1611,18371,471,920413,32467,971,0.118,1,0,0,Fake
user_4122,55,26,15032,62,462569,27664,445,51157,10799,947,0.023,1,1,0,Fake
user_4123,228,31,444,570,325613,25614,344,227265,39557,2749,0.061,0,0,0,Fake
user_4124,465,19,27123,60,356579,22173,271,997886,24667,2525,0.005,0,0,1,Fake
user_4125,339,15,11554,699,112041,11873,57,549372,23717,785,0.166,1,1,1,Fake
user_4126,573,13,9867,382,205395,29389,178,769390,31231,3821,0.116,0,1,0,Fake
user_4127,484,35,23270,97,192888,49257,10,534324,7229,4088,0.031,0,1,1,Fake
user_4128,372,3,10935,172,319680,22070,112,605109,22122,1684,0.047,0,1,1,Fake
user_4129,463,1,29208,1,415279,47830,491,669958,26614,1498,0.118,1,1,1,Fake
user_4130,116,22,16968,986,181294,49407,239,794120,49327,3389,0.268,1,0,0,Fake
user_4131,99,16,25379,541,70215,49727,406,763628,46596,37,0.154,1,0,0,Fake
user_4132,227,22,21755,12,464458,10451,33,771015,20144,4802,0.004,0,0,1,Fake
user_4133,2,43,28080,4,30379,13039,68,37457,14601,3473,0.283,0,0,1,Fake
user_4134,349,10,28348,334,39977,13175,253,299726,33982,4161,0.21,0,0,0,Fake
user_4135,363,11,29562,393,163173,8747,37,267681,44325,2787,0.122,1,1,0,Fake
user_4136,298,32,27646,313,316508,34099,489,669051,42440,3328,0.183,0,0,1,Fake
user_4137,560,2,19521,28,37178,10047,316,71447,2818,4164,0.155,0,0,1,Fake
user_4138,534,4,15871,819,423893,40868,89,64226,10268,4520,0.243,1,1,1,Fake
user_4139,382,21,3694,926,64578,15320,221,295536,40198,4391,0.235,0,0,1,Fake
user_4140,108,27,8845,581,456571,610,332,64420,37444,4508,0.2,0,0,0,Fake
user_4141,46,7,22471,576,275755,8932,162,285148,3072,3441,0.084,1,0,0,Fake
user_4142,168,39,17016,383,335171,1064,31,253745,49997,514,0.024,0,0,1,Fake
user_4143,504,14,23862,879,404680,8810,238,66977,14836,286,0.027,1,1,0,Fake
user_4144,143,7,20964,71,301480,21639,460,365503,17708,4290,0.242,1,1,0,Fake
user_4145,419,35,679,978,150384,26297,34,425372,34992,2810,0.072,1,0,0,Fake
user_4146,109,14,4846,176,57071,37592,114,403661,42419,4955,0.256,1,0,0,Real
user_4147,260,31,13445,193,282711,7065,25,937033,1229,3885,0.212,1,1,0,Fake
user_4148,200,16,28058,651,153219,14124,272,533694,41989,1642,0.258,1,1,1,Fake
user_4149,192,21,7217,635,118407,13396,332,356442,19452,2840,0.204,0,0,1,Fake
user_4150,123,50,21606,510,121293,652,286,79532,8215,4103,0.069,1,0,0,Fake
user_4151,402,22,4641,186,208143,15055,26,720480,19202,3100,0.029,0,0,0,Fake
user_4152,220,49,11704,548,277814,1439,275,223951,30860,3922,0.214,0,1,0,Fake
user_4153,468,2,16312,223,250267,14382,337,874132,38088,4842,0.207,1,0,0,Fake
user_4154,195,49,1012,999,179804,12928,469,346211,27443,2403,0.116,1,1,1,Fake
user_4155,346,35,8007,353,439387,16622,453,200206,3313,1741,0.07,0,0,0,Fake
user_4156,110,17,18926,99,13828,26757,449,547818,41057,1593,0.113,0,0,1,Fake
user_4157,424,9,24281,893,307524,30700,43,665117,2003,3364,0.054,1,0,0,Fake
user_4158,47,44,22800,699,73029,28899,242,686324,47251,2243,0.226,0,0,0,Fake
user_4159,126,32,14113,934,396634,4438,91,108032,3266,2224,0.043,0,1,1,Fake
user_4160,461,38,11777,158,213531,48107,215,287771,37199,4064,0.082,0,0,1,Fake
user_4161,468,42,6760,614,102081,45367,86,540070,18814,418,0.251,0,0,0,Fake
user_4162,516,6,24391,383,89443,8051,280,677093,621,1378,0.092,0,1,1,Fake
user_4163,137,45,2925,587,427266,43930,94,227794,39413,3134,0.087,0,1,1,Fake
user_4164,510,3,6351,181,379036,28034,317,500497,4313,1644,0.001,1,0,0,Fake
user_4165,4,28,12379,912,82668,29903,494,325367,27456,1231,0.191,1,1,1,Fake
user_4166,543,29,20930,451,493669,23933,222,480333,45809,4014,0.136,1,0,1,Fake
user_4167,49,48,3536,723,113028,701,291,335249,23221,3240,0.274,1,0,0,Fake
user_4168,566,7,8975,866,318016,28674,99,369375,31649,4036,0.256,0,1,1,Fake
user_4169,443,6,28742,900,315602,27975,343,530250,14945,3475,0.114,1,1,1,Fake
user_4170,599,50,20541,790,265212,9305,455,52364,31318,2872,0.049,1,0,1,Fake
user_4171,494,39,22242,181,77532,31351,404,206658,27210,4870,0.172,1,1,1,Fake
user_4172,520,39,17855,519,38535,39955,161,44106,8352,3225,0.023,1,0,1,Fake
user_4173,181,50,29465,152,125903,39974,436,654799,18873,2161,0.251,1,0,1,Fake
user_4174,592,6,29897,833,236606,22765,163,670209,10996,2742,0.19,0,1,1,Fake
user_4175,177,35,14721,838,144189,49211,441,12606,26575,4245,0.153,0,0,0,Fake
user_4176,131,2,28707,455,175736,20656,279,108117,25031,3640,0.158,1,0,0,Fake
user_4177,106,32,17265,31,177049,16326,177,966969,45516,3172,0.024,1,1,0,Fake
user_4178,396,6,5732,637,219293,49046,395,422907,45473,3154,0.115,0,0,0,Fake
user_4179,329,10,8693,39,40236,3713,494,541400,9071,2124,0.295,0,0,1,Fake
user_4180,516,40,29829,957,48352,11374,25,976640,8250,4778,0.124,0,1,1,Fake
user_4181,393,7,22251,550,133770,18218,348,333196,23984,2171,0.013,0,1,1,Fake
user_4182,428,13,11430,909,489568,42058,445,399961,17150,3625,0.198,0,1,0,Fake
user_4183,254,23,29097,981,19127,24261,19,295522,38921,641,0.018,1,0,0,Fake
user_4184,280,10,10852,812,364598,13802,244,469110,10078,2857,0.26,1,1,0,Fake
user_4185,407,46,12813,963,391127,3673,85,115332,2166,2896,0.267,1,1,0,Fake
user_4186,351,18,19305,123,449460,5127,274,510717,14471,1954,0.089,1,0,1,Fake
user_4187,301,45,13673,826,383111,11340,269,881637,27039,2253,0.177,0,0,0,Fake
user_4188,463,28,9052,956,154113,15127,347,855262,39295,3631,0.191,1,0,1,Fake
user_4189,136,48,10135,319,68184,48150,306,472701,15134,2070,0.133,0,1,1,Fake
user_4190,141,32,6244,957,272462,38123,183,575578,3476,2619,0.184,0,1,1,Fake
user_4191,422,31,1346,298,281073,36446,497,275003,39022,295,0.101,0,0,1,Fake
user_4192,524,46,18989,110,213515,16928,299,37844,49838,1062,0.153,1,1,0,Fake
user_4193,306,6,17041,357,493180,31957,104,95641,5539,2074,0.19,0,1,1,Fake
user_4194,560,9,22997,699,391719,11182,338,972178,47043,192,0.032,1,0,1,Fake
user_4195,321,41,11248,184,22467,15400,341,637742,17591,2986,0.247,0,0,1,Fake
user_4196,566,23,27334,604,434940,1903,249,39008,41256,1977,0.114,1,0,1,Fake
user_4197,222,21,20066,530,192327,14207,333,162285,3843,3626,0.246,0,1,0,Fake
user_4198,205,8,4029,171,330552,17750,151,931740,6570,4056,0.27,1,0,0,Fake
user_4199,214,7,14203,921,11143,46972,55,485060,44483,1389,0.083,1,1,0,Fake
user_4200,297,12,26061,102,407905,8638,48,828699,21763,4919,0.289,0,1,0,Fake
user_4201,353,28,14910,509,415252,3058,224,956193,9719,45,0.125,0,0,0,Fake
user_4202,135,26,18568,197,176942,8326,286,688975,30589,4580,0.188,1,0,1,Fake
user_4203,182,49,25969,617,124596,35401,11,107696,15841,2235,0.164,0,1,1,Fake
user_4204,515,49,25963,158,258146,19398,226,424461,7125,4294,0.086,0,1,1,Fake
user_4205,555,0,11370,627,490519,30045,489,941052,46579,3263,0.296,0,1,0,Fake
user_4206,330,15,9450,942,207354,4463,313,635761,7448,2579,0.262,0,0,1,Fake
user_4207,118,30,3610,345,224746,38110,360,552720,49292,1859,0.066,1,1,0,Fake
user_4208,360,21,273,960,228259,48588,67,727622,30154,2119,0.248,0,0,0,Fake
user_4209,575,18,16348,465,414571,1073,378,585896,12081,2726,0.273,1,0,1,Fake
user_4210,491,32,22463,950,389942,5955,317,677210,11945,221,0.129,0,1,1,Fake
user_4211,596,10,4821,674,24305,29767,462,737446,25952,1941,0.017,1,0,0,Fake
user_4212,584,5,15280,561,272283,47035,467,214125,20364,3612,0.053,0,1,0,Fake
user_4213,427,17,22312,851,363691,10685,207,507230,4314,2862,0.205,1,1,1,Fake
user_4214,546,23,4922,398,50323,10709,449,735813,16949,2290,0.046,1,0,0,Fake
user_4215,292,45,17143,802,61086,43379,66,107825,32200,4538,0.063,1,0,0,Fake
user_4216,432,48,9495,458,391298,8677,97,457107,21512,266,0.157,0,1,1,Fake
user_4217,13,26,20440,966,67521,19180,419,97946,27597,3948,0.059,0,1,1,Fake
user_4218,535,23,18289,119,223617,3415,251,111886,37458,4300,0.08,0,0,0,Fake
user_4219,109,40,21768,684,409105,24464,217,383583,835,59,0.076,1,1,0,Fake
user_4220,25,42,5328,567,443829,3833,210,541020,755,3068,0.251,0,1,0,Fake
user_4221,390,15,9949,67,9420,28793,77,972913,41558,1880,0.138,0,0,0,Fake
user_4222,148,9,15952,346,492225,47330,17,408171,4310,4358,0.24,1,0,0,Fake
user_4223,54,48,9445,252,22103,27104,295,444903,34190,1768,0.193,1,0,1,Fake
user_4224,57,48,2117,374,494848,16970,26,837637,17425,1627,0.005,1,1,0,Fake
user_4225,204,33,26207,144,101155,43290,281,542490,8249,4371,0.139,1,0,0,Fake
user_4226,273,26,9657,245,458662,35813,78,442913,40001,3046,0.051,0,0,1,Fake
user_4227,164,50,510,983,29038,30314,440,118303,14599,3300,0.155,1,1,0,Fake
user_4228,293,14,14872,837,272764,47818,18,89325,14249,4754,0.007,0,1,1,Fake
user_4229,256,8,1341,502,463962,6657,132,596377,21624,1544,0.073,1,1,1,Real
user_4230,149,27,7121,192,106525,31213,329,599037,40030,1528,0.198,1,1,1,Fake
user_4231,63,26,9273,813,189436,42086,71,492854,34569,4973,0.297,0,0,1,Fake
user_4232,302,26,27049,413,204781,41684,243,866754,48297,990,0.192,0,1,0,Fake
user_4233,208,29,19433,42,208577,45284,39,872000,17884,2028,0.225,0,0,1,Fake
user_4234,554,33,4044,366,463753,32452,335,404100,29384,3334,0.252,1,1,1,Fake
user_4235,33,50,1743,60,318466,21044,397,459843,20065,4922,0.13,0,0,0,Fake
user_4236,367,43,16002,938,46336,17068,421,373552,10720,3111,0.028,0,1,0,Fake
user_4237,463,23,10021,943,428957,27126,99,607274,10349,2481,0.162,1,1,1,Fake
user_4238,104,1,166,491,456778,6938,482,771587,37696,4299,0.07,0,0,1,Real
user_4239,575,28,14100,830,399893,40782,225,747432,35304,351,0.067,0,0,0,Fake
user_4240,229,9,11542,863,14297,39368,109,546639,41770,2266,0.06,0,1,0,Fake
user_4241,574,49,21635,931,202524,11985,354,211775,15883,239,0.037,0,0,1,Fake
user_4242,398,0,27332,675,80736,17282,471,696249,49916,3888,0.229,1,1,1,Fake
user_4243,243,45,21,724,359089,3279,461,208882,42426,1813,0.076,0,0,0,Fake
user_4244,523,33,1635,772,238880,25317,145,167595,49936,3756,0.172,1,1,0,Fake
user_4245,294,4,8238,859,38104,23577,153,433925,21170,1712,0.095,0,1,1,Fake
user_4246,48,5,4512,605,167970,41931,147,68863,40400,453,0.077,0,0,0,Real
user_4247,390,21,11475,101,492992,35495,121,499636,27345,2251,0.243,1,0,0,Fake
user_4248,396,20,28793,868,390679,14902,176,912035,44852,715,0.051,0,1,0,Fake
user_4249,426,25,9282,532,111596,35181,421,43709,27226,2881,0.276,0,1,0,Fake
user_4250,320,49,25731,93,52400,28882,314,754363,45451,10,0.26,1,1,0,Fake
user_4251,565,10,28148,679,499534,10098,205,336433,31542,3164,0.209,0,0,1,Fake
user_4252,55,27,16449,670,92016,44409,332,906847,31238,1789,0.088,1,1,0,Fake
user_4253,13,3,21801,328,402440,30746,343,29448,5401,1447,0.228,1,1,0,Fake
user_4254,257,25,25194,933,114611,41217,104,349007,23128,2109,0.053,1,0,0,Fake
user_4255,207,48,18374,539,133183,9721,338,562361,16331,240,0.002,1,0,0,Fake
user_4256,453,2,5080,576,470545,22248,139,217453,39002,2574,0.235,0,0,0,Fake
user_4257,230,42,2818,588,178537,33147,181,393136,1302,846,0.152,1,0,0,Fake
user_4258,376,41,23370,719,186539,4200,277,198800,11063,375,0.201,0,1,0,Fake
user_4259,559,9,8869,544,27290,11788,358,267998,10889,1156,0.165,0,1,0,Fake
user_4260,201,36,4674,534,428551,10194,430,373856,28264,3339,0.107,0,0,1,Fake
user_4261,198,3,24020,403,225335,20752,458,674888,10716,2957,0.196,0,1,0,Fake
user_4262,301,40,6446,775,266902,39242,258,565306,48611,4231,0.014,1,1,0,Fake
user_4263,459,45,14157,559,288511,2628,470,70227,19739,1887,0.176,1,0,0,Fake
user_4264,181,42,19176,658,96156,38334,13,616628,30472,4366,0.3,1,1,0,Fake
user_4265,76,33,2644,205,228715,45094,51,364671,47749,3702,0.106,1,1,0,Fake
user_4266,191,18,9529,289,299914,22494,101,442480,15484,4763,0.033,0,0,1,Real
user_4267,177,26,7171,328,57028,25249,15,343040,26390,3537,0.132,0,0,1,Fake
